RestaurantId,Cuisine,Rating,NumberOfReviews
fmdEiai0e4agyTEqFUWJmw,italian,3.5,257
tpNw3wIbehblYJAxPWFDRw,chinese,4.5,7
2LFYEpREb8A0gr-rQSrnXA,indian,4.0,204
x6_1vzeCH9YvbvIBmSr2iA,french,4.0,187
wxUTM-FkpCvnoTGJfSXkWg,chinese,3.0,29
SH1j1nOkHXcC-avHBIWqDw,american,4.0,475
snJZrvebNxanqMmWPhqndg,japanese,5.0,23
R2VLXk5qjDLhsP4R8Z9i2A,american,4.0,33
VtJd1l64kqUUyWacwK0J2Q,italian,4.0,1777
zv3zQ_Y7wweRteWjlfo4xQ,korean,4.0,51
nHMDOIX32dGbfpuNUwsLNQ,italian,4.0,312
gJXNSJ9VXTuCFmp_Kl9TVQ,chinese,4.0,65
aLnt6DwRxlSm8xD9nuEEmA,indian,4.0,22
50vyTIdqKI_wsSqzaEtovg,french,4.0,116
R26zweQ8-xoZS7iHkXQOvw,chinese,4.0,1291
elXpn3tpCENSnXp_sbWmvA,japanese,4.0,49
82wA_Vfg_eDckx23d3dA_g,french,4.0,356
h1PXV90jW1bXIWVlKiF0NQ,indian,4.0,34
zww7OtudkcE921UT2ThOSg,italian,4.5,59
nJWMWfQvisB_M7ojHLANjA,chinese,3.0,2
FZh1ZBFrb46tkRdZuMA7hQ,french,4.0,75
MHbxF-ZS918-ZoXKQPBEyg,italian,4.5,94
56qlj1cYlqNzmG0xllGg-w,american,4.0,137
lxQ-tzFmL1tmUqZUN-CSRQ,japanese,4.0,742
1jBTtOBWbE-XRxyp7NyHvg,french,3.5,236
LqMHxKckcnSRWrJ6T_irnw,chinese,3.5,66
vcIfePYJwE6PlINXdfAQtg,italian,4.0,3
M1VHR29gMNs3EavDXdE_PA,indian,3.5,3
3o0W7asUgP7EEKn8iFWFyA,italian,4.0,406
eht_0com4C1sQbl9qCzlag,indian,4.5,144
LdWyeeV8DuYINKVTghFwrg,italian,4.0,51
O0Shq31HYMVH-m6ak82dnA,chinese,3.5,17
K_RLEEEkMmlis5hteYlYUQ,french,4.0,23
vHtV8WkFec0mlWfDmm9R2Q,japanese,3.5,75
I_Va7AZSHpEwX75S-3hHLQ,chinese,4.0,118
J9r0qorwR0tKOhrCcl1VGQ,italian,4.0,208
aRnqeB3ANO_HKETtyL7rlA,japanese,5.0,1
dP2K5ql2Iy25pktfo6cKhA,korean,4.0,440
KkAtVVjnMfb1vGlcpzmhgw,american,4.0,204
8YEW9Skc7m_Fl-7crFzPyQ,indian,2.5,30
W3XmpomxgjrVjrAE_Z55ow,chinese,4.5,10
WbkM29ZUAJtsatHEPBZtAQ,italian,4.0,43
fEig4z0y_qCMRLvW7HRuqA,american,4.0,294
qZK3e3kZAuyVlNrFNjBZ3A,italian,4.0,225
na-2_gQCY7ccS2ZkLJDumQ,italian,4.0,723
YxCLC_Jv5svNgfJdwu9rJg,korean,3.0,75
phB6HvQyOUEZmvgg9KzRmA,italian,4.5,61
iSjPBJRiWqrgxW7ZM3CGig,chinese,4.0,157
vFsjObMTImsnM_DzVo4N3g,italian,3.5,314
3W6S2wraTAj5y4Cd8eQvvw,chinese,4.0,111
tV2IY8q92bOEwVC4McgPjw,french,4.0,235
Jy7htqnnxlKB2vZO42_-aw,korean,3.5,140
4K0doiBddco60kl0W04a3Q,italian,3.5,155
w0lXJpm1m2P1Rj7qW1NhVA,korean,4.0,188
3oKGId6hWg3x-zGmhlStLg,korean,4.0,21
TUpKY3rsYnrYHkbuD46bxg,chinese,3.0,24
IuMvrvXTTZm4NQYO1O1dbg,japanese,4.5,18
7uGPAk8ELYABSzZhXhj7tA,french,4.0,178
_XLLSXPIjgoZQtwU3RCcQA,chinese,4.0,255
6n7D4amt9vEruR73tt3S9w,italian,3.5,629
yDjdbWy6x2a98e6GzXZ5yQ,korean,4.0,74
wN-hoadc2CeK9yDJVud_OA,korean,3.5,30
xfUULVOdsH7bb47u2yyC7A,chinese,3.0,42
Nd1siXnY8NiOn4Gn-AgWSQ,japanese,5.0,9
ynR4-QgEOsE7VhNfIWo73w,japanese,5.0,56
mZb4Td9YK8f1jwsg9xU_gg,japanese,3.5,81
dL6_XUUr_INX10IOMtSM0w,japanese,4.0,139
JnbON6Z3M5ahO6t8IEChxQ,chinese,3.5,16
Ogy4UZvXdGrzEldp6ssYoQ,italian,3.5,115
WE_dce2JKcv-VoFNaqiJ4w,italian,4.0,368
P3rFiDs3SO-_82XhZIY4_Q,korean,3.5,89
xCHApgtkLpEyh0lz-uhZvg,chinese,4.0,190
1_JZHKkWQBozYQ00fephWQ,french,5.0,4
pZam_b8ThQyxh4sUUhLSxA,korean,3.5,23
HqBkPaF_JRhNX13pKAiENg,korean,3.5,21
WdaLydR9O57rWbTnQQQ1OQ,indian,4.5,23
V7z1ZkTOtV-dNOKhZsAlMw,italian,3.5,162
V2A9Leycc5_FEpgQC34i7Q,indian,4.0,222
iAW1UTfP8jL_vpwRh93VcA,indian,4.0,55
id_xB0Gr_UMb_WQLJSjTtQ,italian,3.5,268
7tblaphsFxRp298WUCxBCg,korean,2.0,5
-4PCSqieO2rJ4-htOh8v0w,american,3.5,717
2TOtrDhkQjaOJWwJJr0tUQ,japanese,3.5,107
25lFbeQ7P0clFgbHkSHEtQ,indian,4.5,2
VSquFxwodf0y6yIbH8IlzA,french,4.5,28
oFBgvlELwMtvqA0gcGr96g,japanese,3.5,48
StF9WWWbrRzEOmNAcEINcA,french,4.0,318
59dXrRQE3JVItSneV3a1bg,french,3.5,82
i6xP3ZfL78PXg2gjsOz-og,italian,4.5,10
qH8PVeddtVs9cKN2pwgdkQ,chinese,4.0,78
q-Yz_cmHxoKTbJIoptqY-g,korean,3.5,17
OOZgZGmiKocoYRgUOupEcA,japanese,4.0,48
jR09vZmJnwKPw4DyMxgwnw,japanese,4.0,350
Q3q5ODGrzCGjTUKaFEWJkw,indian,1.5,5
KGD7hsGHd3KpiEGOApZLvQ,japanese,3.5,121
hBbAmEYXM4L03AU9Vt_p9g,chinese,3.5,21
CXBiohHdb9smySvW5ZzLxA,american,4.5,3
26M6nFVuA4bvhU0TBZOuLg,french,4.0,229
Qsc2DrX3IR-uGfwnUlOzcA,chinese,4.0,44
wfhMIiMh2A2psCGONOVSlg,chinese,4.0,995
eVDV1ALwvre01Xo8v6BCoQ,chinese,4.0,88
-8_vEcBA2Lqd8786S-Ss-g,italian,4.0,270
9JsPac_weBYz-SFMo5dzqQ,indian,3.0,37
MjhI1FiJtiGnQvzYP1zY5g,japanese,4.0,13
JPEIN-ZFo0-6X06nz6cfYA,japanese,4.5,78
PtwT9HzGRDi5_xeSR6YFhQ,chinese,3.0,36
9AUVb5HNQl2117Nkl7sP-Q,japanese,3.5,199
fxjygBjQqWSE71Ref2s0oA,italian,4.0,158
9xRIcn0jTyvWNH9aBO3oAA,japanese,3.5,1398
1mp7uP6Kz_Zz4UClVfnjFQ,italian,4.5,159
oxrSP0i86Fbb2TcpH0U5-Q,american,3.5,425
b8xonwU5ZvxVauxNY07FsA,italian,3.5,88
1Jjg8-vQVRQqqtL4sODi5g,american,4.5,192
hN2hG9kQpSruI9znp7OtoQ,french,4.5,65
CesS-E8Q3ztX6VnkXO6wBg,chinese,3.5,156
JRSAnPCs3jgiRVvE9j2S7g,chinese,3.0,60
H5bhfR5sL0I2w1csjI1uMA,french,3.0,52
Tk605KjXVTnXpGkOSuVBaQ,japanese,4.5,14
YL1LxYufuwX5sq4RwW-2Gw,american,4.0,198
sgw7_RcDSN5UcMPeviegFA,japanese,4.5,26
DgFso8KK5MYTIYVmOmaYRA,indian,5.0,11
gls8Eii-vgwKScOCNQWz9w,italian,4.5,80
tXm2UUOPFVxtjOfqo6Mb6A,chinese,4.0,1
ys6rqS7Cr1IZ2kB1TNYE4w,french,3.5,153
a5Ei7GYvlXCDv-j3q1lBLg,chinese,4.0,12
jpK6MMfLJwLXCzTeywyNNA,chinese,3.5,166
CseCPJgmN-DPKZNJk_9gTA,italian,4.0,62
aXbajGzcN6vx2n6KNMtOsQ,japanese,4.0,168
ohLIPmzTysowInbte9XhMw,american,4.0,312
QqrEF8_ZQCGi63cL10J5oA,indian,4.0,530
6oQKDCJrgDffPKXPTPBXlA,chinese,4.0,61
kBSrDu4zJ_tr5npTOdhjvg,chinese,3.5,45
OvdCm3j_5HzItolfvwrEUA,chinese,3.5,337
C69uTzoWFaIWcpnYf2LbRw,japanese,4.5,264
bMAsaXIDMActYCYCw0HcCQ,chinese,3.5,114
MWcj6VKEO-6zU7HnyO02WQ,chinese,4.5,2
ESpIimUxHNF1fFuGBdVwCg,italian,3.5,276
lKxmH-hQ6ezKbq4URKrd-Q,chinese,4.0,273
HVSi0slZGjJ6Ktg3AEixGg,italian,4.0,59
JCFEtB6jJXbOMJ7_ZUpD3g,indian,3.5,91
YfJZBmm9tfW--W_WIGReqA,chinese,4.0,22
Vohl3ETCdrG3y1NYBfjFaQ,chinese,2.5,6
nTt5cLJVcmBdM640izladw,italian,5.0,15
_sipbeIM-EtR4cIzleEUhg,french,4.0,274
KdLP9XehfVmNonUg8O6taA,japanese,3.5,209
ocnHpILS80DHL--34L8xpw,japanese,5.0,12
SPyN19tjQyRTD-ltN0qNJw,japanese,3.5,18
j0tkph2po_37gtZ1ufxiow,chinese,2.5,79
BYIfW55zHJNKzTvMv6hAZA,indian,4.0,7
hHzngEBZs7iLE42Zv3MHXg,japanese,5.0,4
ONQRhDuWv0e9R5xOiI7YAA,japanese,4.0,991
_FrbMrCJQMUEoNiKJA3q_w,korean,4.0,19
_BsM67A1_JqAmgXA3SznKg,american,4.0,226
myYOl6CDu1fieWKxXn-1Og,french,3.5,257
5WMGy-lEcQPfLb3q7erS-Q,italian,4.0,300
R3UNnA8EbjhNWBHS0wJ0VA,chinese,3.5,220
fy6GKGvQSRk-c_qLTvmJMw,japanese,3.5,42
MbLH5wjrqEJAid5woCAh5g,french,3.5,224
GpZTBy6C-GhMBIhimBRZ_g,japanese,4.0,32
5w8CYpHKq8oQth42wSpt-g,japanese,3.5,245
8ELR553JyleoJYtT19yNQg,chinese,4.0,10
GBxnLvHAbpv9YU4GWfkASw,italian,4.0,53
QZcRSVUltJ6YreTeDx52lQ,indian,4.0,172
Uoic12Je-GLfRp3D3Klp5g,japanese,4.0,135
-_kj-IG6iUO_NWp2bIyNeg,japanese,3.0,88
IcEafi60F4pyEHaM4lR4Wg,indian,4.0,61
lTP3mFkcLlf0b2bMbgt5ug,korean,3.5,23
3xd4L_TdfdhuCjAzJecs6A,french,3.5,157
Yjzv9BjEKvwTXznB-WT__Q,chinese,4.5,2
EgBPFtixZK9VhRtFsobDxg,chinese,4.0,5
WKxcpJ7bmh25PtA_rMpkBg,american,4.0,101
iQB37FNqD_G5_QMrp9ovnw,french,4.0,469
Lx3hJXU4ocsGu3NUBk1xEQ,italian,4.0,16
vjubSxmdG_HoBBgd39geBw,italian,4.0,923
SUinDfVWO2FSoSlKntDgiw,japanese,3.5,230
AtPhAHLLdmro_p6FP61qtw,indian,3.0,16
Xr8jXXafb0tG5oAoS07Jbg,chinese,4.5,17
I91ZYFc-P4-sCmAVw5Q10w,korean,3.5,339
t_tWuzMEsoD9GDgAm_0l7g,indian,3.5,345
wrvIZaT5rTmk0YpIvQbvHw,french,4.0,644
CjSLDlOGzyHcJPwYXZQsWw,american,4.0,16
MidK0WWI0_1tZL8AuR7Jhw,indian,4.0,1183
eBljpfHpo3m6oc5SFw-mLw,french,4.0,182
wOq-Jt26jnFf_rhF4r5D6w,italian,4.0,58
WFyGR8sW10AzbAoQ4T7Ung,american,3.5,239
dYqWosnE1UlJs4Wx-M_u_A,french,4.0,276
2tR7d61tBGNlGaJRYvrN0Q,chinese,3.5,132
LlFzCkSDiDlAcFFodVJvuA,french,4.5,151
Cj1RTtW3zZF_eDqYRZBMYQ,chinese,3.5,17
M-sTctogJErjLmoLiuyb4w,french,3.5,225
Grkmz3lT1Ahk6IJ7HN7cbw,korean,4.0,4
98URsYAwTfXRPP5e1ONPug,american,4.5,65
OwcGML0xYT-t4vmMthgOkA,french,3.5,149
MdDj13LgIs0WdbIdiyqB7Q,chinese,4.0,167
aAse88crP7lBNMRJk-oWiA,japanese,3.5,634
-ZMaWRPqs0hPDe9apyFRGQ,japanese,3.5,165
WFOaud0jlpXQ9aEecipUqg,japanese,4.0,641
kDZNCPJE2jaQcumLShJxHw,french,2.0,2
5rX_7IkvFx5MKqS3ikQe3Q,chinese,3.0,95
9HuYLy_4hmQWkbKlKyWagQ,italian,3.5,224
MyVbXtvst8X7sbR7gUA_ug,italian,3.5,286
PeGGHXAPAvBkUVnrAPlwQQ,chinese,4.0,10
X9m0Z_fNmW26MgIMqTa8Ng,french,4.0,43
WG8vi6huvU1PkpY_R3whlw,italian,4.0,294
-GkhPQ0AVLoIAzPGfQ_SaA,indian,4.5,12
CZOZ_iVcW7EH4U_lyPj4lg,italian,4.0,253
B3paSyv3eUeuJ6xPiM19jA,chinese,4.0,3
AGseG-Je9xcSxiNV_NK6uw,french,3.5,178
ECGc8wvKkfczCG0jsDOW1w,french,4.0,13
0gndpfi58MSCVjcFaKYWag,american,4.0,217
4YBDKBgsnWmBIqD7RDAXxQ,french,3.5,44
duofsxNkSFWVre6eV1uhUQ,korean,4.0,172
kxUKKlbm4sK2v6e8xHKB9A,italian,3.5,49
IPHolyNKu-W1DPJKxWvKQw,japanese,4.0,102
x3PALeokwz7fFFLjfiDBAw,italian,4.0,11
vhqFa_0SG9M7Ra1OTmfB9A,italian,4.0,91
8qJd4UbgUa6i7SdB9DmT3g,japanese,3.5,60
mPHPVJ2-8mOR-lFHafrc6w,italian,4.5,45
MeQU-nGaQvX12VXYOyzavQ,french,4.5,207
SHG9wQ5PfyXDgJDYkrPu7Q,italian,4.0,90
a5-ogV7bxhTxq64HNinByA,american,3.5,64
7FSuPGQTUxe-A2Km_SVTNQ,italian,5.0,10
6twnEnKgdgUg7jpVtSaG5g,korean,1.5,4
bmI-QX9p9Ap-rpnvm7fJxA,french,4.0,536
EqZEbtu-91BdCPd4chXPVw,indian,4.0,148
U7QMrNTwRrPJ__0jbb6EYQ,indian,3.5,241
rhCs1nF5KTNwx-4YeyoK3g,italian,4.0,31
7N3jL-c6jHNsSg2m1Zb-fA,indian,4.0,41
nXh79laNQ7leN92F5Ore-Q,chinese,4.0,28
RMokxF5UchQghesOHTqxBg,french,4.0,129
D_j46Lz28xD5pI6jz5_S3Q,korean,3.0,6
7hgygLzjMf3YQE6oL1E3Aw,indian,3.5,66
uucP1LoFyamFS0qDwgMXbg,indian,4.0,312
gTCqX_Xw087KP608dZTfjw,american,3.5,57
yEpkPwO6uLfmzp1BMJBUFg,korean,3.5,145
VaL9GaBR_GR-q9d1VzJF3g,japanese,4.0,386
jva4AMX7zRkNsY3DKX9LlQ,french,5.0,11
Cndh8_bW8NAwSV3neNRUKQ,american,3.5,52
unLiejSYSWy2_sEWCoucOw,french,4.0,573
IkecSthn1pgQh5wIyvs2iw,korean,4.5,15
GWyI9_aMgurM7okaB1FLzg,korean,2.0,1
m6sYBuozGY1JhnHlBf1Bzg,japanese,4.0,847
TsO4cjFld0Plznpimtn8uw,italian,4.0,220
u6q1s6c0H9wQwFUJJzAiOw,italian,3.5,221
lP8uDU4oNEkPD8-Ik-PvQQ,indian,3.5,248
pht3NrQeuKlZpvnZ6Lbsug,indian,4.5,24
q6ux26c-SfK-679y9lvVbw,italian,3.5,171
aJJlY5xvqS180wtRIHEWqA,italian,4.0,308
N66LlG3W6Tw5LhUtAE7h1w,french,3.5,486
KtYEMI-_zy5hoZTBd3i3Tw,indian,3.5,42
rpxlSyI-o3cguIB2ykpYAg,japanese,4.0,61
AuHCJQZHi720YR0kgLnfzg,korean,4.0,89
e-G1yC5u8LOcQ-fx0Lxthw,japanese,4.5,42
Qbnb7rRbvNg5WUoKLzz7gQ,italian,4.0,103
Fl8f8jOGyTV9_SqHgbGZbA,american,3.5,61
bB8dHfAEJrF5tNcHr0yJjA,japanese,4.0,1464
YGH_FoxpVIpOJ4M5hAtQZg,indian,2.5,7
Xiqf_VUWZeoAo7c2kfEiXw,french,4.0,122
ar2ERFxW_GN76Xd8H0CtCQ,indian,4.0,39
XUataECnaOfdo4a87NqEFg,indian,4.0,432
bHGETjP_InKy0sIVHFgHyw,japanese,4.0,547
-xck-yYOqrSl8rGKCVsdGw,chinese,4.0,121
G9SWgxH65OBQaJaE8dHkbw,japanese,4.5,73
7_Dwf153h3_waVtmfYd8QQ,chinese,4.0,181
Y_uOGOW_0miGA_Oh_bf44w,korean,4.0,113
mW7z52CSr8IVgdvSzXv6qQ,korean,4.5,58
baQdCPehE8AtwQaDFTdWCA,french,4.0,77
5JYpVoaYkYxrByOskzHAdQ,japanese,2.5,49
GYYufTEFAK1z3CMxov0a4A,french,4.0,235
gz8Pq_xgajTRf_5___82Cg,japanese,4.0,22
rXbuPLwlFuE0QZFUIs5_6g,japanese,4.0,8
FRp1NwIyp6tkDU986cJkXQ,italian,4.0,29
-RN8606aA-QPjxQ3w0U8zw,indian,5.0,1
gsL7pm6HbYqKH-gx-FjxlQ,italian,3.5,367
Rz1eJCYl2AeQ-3ydZrIBxw,chinese,3.5,148
o0KsfMVarWBDsTOGFXVHsA,indian,4.0,26
E5rmVdrCn-0uwD2M9nkXdw,french,4.5,159
PNMgV-L_ybLnGoxo2w1jvA,french,4.0,110
HO8vjBAFY3GU1erXMZ_UbQ,japanese,4.5,68
TadRviRC9Z1WhgSsGi3Yow,chinese,3.5,75
bZUHH0TVoqb-vkC5V84DOQ,french,4.0,122
6ycMkuiDwmvJKYbSP-24Cg,american,5.0,2
X8Hl9OezX-Yr9Jir3fsF7g,french,4.0,546
n96F0TszY5WIyCjVIbY6TA,american,3.5,324
vdrHSnRc1X2pJiLJuiOfGA,american,4.0,87
8ghGdEWOkGWUNeGrtdiaDQ,french,4.5,63
hh0W5CPtx2MoyQGb1kAEEA,chinese,3.5,170
AFt1Qcec4_JNr6PWpkRYyw,japanese,5.0,92
C6AAKuzSw-HrP7G47y47TQ,indian,4.0,1
P6lp4sbzK29yQAMnEqe9dA,japanese,3.5,167
KwTr8s5IrVq6tMO4XE6P-w,chinese,3.5,108
JZvegz9gY9sJwAeDPNvMQA,french,4.5,25
5MIg1OkKZnk9mwRbMoVFEQ,american,4.0,183
fOhgitD0K_uetj9GbedonA,american,4.0,146
u5V6wQQv3e4BmbyzUDYLNQ,japanese,4.0,325
TQEajJ-kahYPOToGZIyyaA,french,4.0,583
XpPkW8XPNTOrrX7zkXJrFw,chinese,5.0,3
7-mcmUETyMifs3rbpvCObA,indian,4.0,24
THLkx3bx6UOquZb2EzN4ig,french,3.5,187
ogCC-lJJYnwXDvKGmKZ6Sw,korean,4.0,2349
FnWeS2HRGvDimOHMHRHOsw,chinese,4.0,22
lAuKGmO8paT8PjqGl2BNgQ,korean,3.5,64
4PG9npz7q_LP2H5LfDjWig,chinese,3.5,51
z9Ha8FUrN4jnJhnEFNrYUg,indian,3.5,12
2PY9Fty_6QRpnZGIxo34eQ,chinese,3.0,27
2BRJP7YeiNuWSwyn2TdAoA,french,4.0,369
S67SO2lFACuWY0AKPbbyfA,chinese,4.0,23
paYjzym8MVzYlzlT8bUWvA,indian,4.0,80
Lesv5BG0_0-8bB49cAjMkg,italian,4.0,219
4OMdn4aQt4KUNSNCVEiP6Q,chinese,4.0,11
ubNySbvyISy8q3oy9tsJaA,italian,4.0,80
Eb59Dr8SUjvoZAo_-RdkVA,japanese,4.5,20
h4Rv0JxE97_I1dNDmuzb1g,chinese,4.0,34
lSrdxUNxyMgh5YU903JUiw,chinese,4.0,102
g6R8iwi__IDy8plQy0v9WQ,french,4.0,676
nNBYKojg6wD3Ov52Et6Omw,indian,3.0,1
WESGoub2nzCSRTYoURbcEQ,american,3.5,257
M4pCWzdBCkp2g_d834a7Hw,italian,3.5,566
4dCuAlw0GI5nzgtmtgKBZQ,japanese,5.0,7
mk3UxnO9MQlJMsr_mMG9yQ,italian,4.0,415
e3JALGueMcc2eLXRK8HPNQ,japanese,5.0,83
RTFIMX31BPeZzx7kJJ1SCA,chinese,3.5,576
jJYQJGygWjIX6_0MiIoJRQ,indian,4.0,1
bH6U8bze3zVTUBOPm913NQ,chinese,4.0,173
vS5WZNErrgWvHtiO3CTmqA,indian,3.5,20
cOXYWZ_GTX-_ue_kveguRg,japanese,4.0,283
cLsrEmmm4JRN7C2N5bvKGg,french,3.5,61
aTzxrI2o3vH_HQkqeFszzg,japanese,4.0,131
oD0mN9vXuc1gFRyw1CG-Pw,chinese,4.0,19
BlzlywklvYdek5uk_NCX9g,japanese,4.0,234
4zuvAX0g_h_vBgE34oALhg,korean,4.0,27
HCceFqcvzUbGFO5Bv6Q_pA,italian,4.0,61
XgqIDfU6tKPUdRxRG5uDNw,indian,4.0,87
UjzSeETESWzramhdOdWKKQ,italian,4.0,222
FTMN9gexnMk6LdvEj8ZaRQ,japanese,3.5,440
80u4xIY1kp_25AUh9BW0Bw,indian,4.0,107
G-b9kvnRh0pLi4fsdcmwjg,italian,4.0,58
-SXxgfdm6ktjeW3GsbFJoA,chinese,3.5,7
TBlI_aZ5_bqhUzJiTDqqxw,japanese,3.0,67
Hv_jHNuw63oO-jtNXuWDVQ,italian,4.0,396
oyyubJoK0VZ2V3a5sVJULg,japanese,4.0,666
92m23CB9r9XrPFK7_7-SmQ,american,4.5,70
-FSwYW_xV__5KHTIc56B0Q,japanese,4.0,51
3Wu7lGDEwuP-5OW1rdg0OQ,indian,4.0,121
34-HPDO5GxVlVl4pZ-Bg3w,french,4.0,372
sBXQbJIP8TaV5PrMKPb2aQ,american,4.0,14
7YhT9pqVmMpsWiWGFmQZrw,japanese,3.5,37
H26qMBb0OFNn2xmSTM1Phw,american,4.5,154
7YJxZAvMxB-oVZfHAuvBmw,indian,4.5,228
3dZsX3mqbVsLEXPwMYKPsw,indian,4.5,20
F3-lTIXR9cV3Ajh3Wf95Ww,japanese,3.5,198
iYjIBo73l5UHRfQGBaZaEg,korean,4.0,106
Brs_MJhAXe60iMnlpeqkKA,japanese,4.0,690
UZyJLP50F9PiytmdQ8LXTw,french,3.5,123
P7yE1T1TDFIiYgLdEYR3Gw,american,4.5,71
7eUoHxFCZKdYkl7ONixCKA,indian,4.0,175
a0AvIH1UnFmqAXhZDEQtrw,french,4.0,317
LK5vWaDU-lPkuzMEQycnZA,korean,4.5,112
NXZFu7KHBrG02gzYneY5Xg,korean,4.0,517
qY1o1MhoRyN84RRhUJtvpQ,korean,4.0,808
C-V8rvmamxMzu7EoQkcFrg,italian,4.0,66
oFqVEuNrRn4S9-AikZq-TQ,korean,3.5,147
TRVWU2c4SzbsgWOo6Dz2Aw,korean,4.5,229
0PtqrJCFkGZ8W9pEDR1fqA,american,4.0,26
1SgiWHlFN5mp5gNLSGx2Ww,indian,3.0,836
7CM15wd5d8WC_pHR674YXA,indian,4.0,471
eY5PWvzZZ3faJWNO1seuaA,french,4.0,1
q6BN2aVJFFFkUF4BgpeuyA,indian,3.0,75
YTthTM3FZIbQKmnnYzM_Nw,american,4.0,196
cegB-TuA92uxIG00HUkxMQ,japanese,3.5,231
IBGq73DGjR7rfnFEsTthcA,japanese,4.0,62
ZQG9JR7qqTkishPBbnD0TA,french,5.0,1
ta8WXYon-VRoNZoWHfOQIQ,french,5.0,56
eIPiRkf6KCo9A9Ok-Nr_ow,korean,3.5,1388
X_m7eCAdLRLlrxpIgjy5xg,chinese,3.0,5
eqotrb4s8qxRzXJxxJxAxg,korean,4.0,26
h4co9O0SLuvhTtr_Cs9IIQ,chinese,3.5,22
2zWDqKAq8B3rC5ydFFrN1g,french,4.0,255
OylxPnDT9xLqNvQEtWGa8A,american,4.5,2
7CloPu57SYPIrJAB1Ie0Ew,indian,3.5,35
goqTQ4tOD-asC_ZJBW9l7w,french,4.0,596
UIhQTPnwAIYDnMBNGZv0yQ,chinese,3.5,27
u0qfikB-ppp6UwoNKqxlRw,japanese,4.0,237
vn4rgAzSoUxf_juu9nCvlw,korean,4.5,127
q1A9AGyCpmVhlT7ZkGex-g,chinese,3.5,10
E8atCW6l6y1SVeEXbbXzEA,indian,4.0,501
cL1xI34MuSkAwKQWiv6ccw,chinese,3.0,11
k4QfaFoqtpEZ1LZylJZqww,japanese,4.0,409
y1192qiuwi3m0tqdt1Dh7g,american,5.0,18
F2KRHRtnIAZJezs9UC2u6w,chinese,3.0,42
yV7brOiTLS3Lmwws8e3nXA,indian,4.5,156
Nbqzy3ea5_x2zXWkdWlUIQ,japanese,3.5,139
hq4ZRUtJi793ks-JrrDYGQ,american,3.0,20
2IHGMQVQ7zmb89WyiiH1AQ,korean,3.5,801
FMDglMusiejQeRC08mWljQ,chinese,3.5,13
Mc-uTqSARIIvdE8Jn8a5Yw,chinese,3.5,96
qhXIW0LDT4XsoN2IE6dZHg,indian,4.5,38
CKG7LVmSlvI93scyb1aVeg,chinese,3.5,162
iKv8UHV5jTqf4QGdwCmQ-w,italian,4.0,122
lyLXD9CN2FybNcvbTCYldA,french,4.0,122
OxqUWRZFUOz3r6_4bh4mfg,american,4.0,414
t_UObgQX6M_ZRn3tk2cXYQ,korean,4.5,110
wFl5KunHTmEXCvqI0YNrIA,japanese,3.0,17
JwaxLqrQtYEY9a8xcfKRaQ,french,4.0,130
y1-P_AM4DFX0pHUMwxK1NA,american,4.5,47
xBtLIXu1YN9TnvlV4hTa1w,italian,3.5,79
Nzz7O9jSdfSOaPL5huYcSg,italian,4.5,56
mVN2G1c5bRtAsNlr2Tbx6Q,american,4.0,243
Oq1mej1BYfjcdPKkM_5o8g,american,4.0,297
C6JyxvR4ToS3uhNr-UZFtw,american,5.0,1
x_t-FtDa5HVgc-wecp0HBg,chinese,3.5,2020
zZecd370h2jxzh1kRJ4y2g,chinese,3.5,897
WdvCF8x6_XcCEF-eyDduxw,chinese,4.0,1
aUakHsv3bAk6tDtLe96rIA,french,3.5,301
2tY5YZJvcIHWZZzC1wQUMg,french,4.5,51
RTggB3NiSMWWfCND_G_40A,french,3.5,260
JnOYZqzRBHkEB_mvMXph_g,american,3.5,39
tbg4gR3jUUllR28cySo2kg,indian,4.0,396
GBJOu9Rk4JqqWjB8ddYudw,french,3.0,32
f9_L7uj8IxUJXDvioHDXdw,chinese,3.5,23
wqu8ZUOUH50m1LmdAdsDFg,chinese,4.0,4
TkrV0mQu38XtbbvhZmiw5A,italian,4.0,168
Pl7usBOnUHmpCGWgD4J0Mg,indian,3.0,85
ZrdTKStTAo2pchslOev1KQ,indian,4.0,664
FskWi1kY1NeobSgx7-wGyg,japanese,2.5,125
Ei4UyR1_mMFwuunv8gRUWw,french,3.5,74
rLu0Kbs0fCycSDzeDM2U_g,chinese,3.5,24
NbW1CpqxFO8HLXm6ykgehQ,american,4.0,73
kvpSqh3q7r3HK3Tw-wXGEQ,japanese,4.5,114
cEeWgcPTf-NujmpQqXxcUg,japanese,3.5,132
NO39sbbqugt1UdvOAQtmPg,french,3.5,578
2O5w-15_AVnnVJEtlWWE_A,american,4.0,75
ybQV8joopvU1_gG2RwLRog,chinese,3.0,72
RkcQl4uEJWblWf4xX8ssqQ,chinese,3.5,365
9bAyxRD6RsGEUQw424ovQA,japanese,4.0,578
uuHujhrkVQdS8XVSGWW2mA,american,3.5,537
ZgyvDF_hOWas3SXe0Hj7hA,american,4.5,104
kCpKwCW49k3ImuI5cK6LSw,japanese,4.5,11
0lMLRsJZSh2Uh1Eo0YrMPA,french,4.0,550
FeiuQm8tXEmmhcm-ep8Tug,japanese,3.5,16
bWhupxuUj3LTu0aK3CuOtA,american,4.0,63
oKtDrJA7uaRvbrgBhF4Q5Q,japanese,3.5,330
6ZUNlT0iiHUEwZ-46GQmrg,chinese,3.0,216
