RestaurantId,Cuisine,Rating,NumberOfReviews,Prediction,Score
JZvegz9gY9sJwAeDPNvMQA,french,4.5,25,1,9.980684E-1
5MIg1OkKZnk9mwRbMoVFEQ,american,4.0,183,1,8.465099E-1
fOhgitD0K_uetj9GbedonA,american,4.0,146,1,8.225055E-1
u5V6wQQv3e4BmbyzUDYLNQ,japanese,4.0,325,1,6.249565E-1
TQEajJ-kahYPOToGZIyyaA,french,4.0,583,1,6.739212E-1
XpPkW8XPNTOrrX7zkXJrFw,chinese,5.0,3,1,5.048922E-1
7-mcmUETyMifs3rbpvCObA,indian,4.0,24,1,5.993214E-1
THLkx3bx6UOquZb2EzN4ig,french,3.5,187,1,6.033478E-1
ogCC-lJJYnwXDvKGmKZ6Sw,korean,4.0,2349,1,6.155271E-1
FnWeS2HRGvDimOHMHRHOsw,chinese,4.0,22,0,3.318674E-1
lAuKGmO8paT8PjqGl2BNgQ,korean,3.5,64,0,4.907194E-1
4PG9npz7q_LP2H5LfDjWig,chinese,3.5,51,0,3.318674E-1
z9Ha8FUrN4jnJhnEFNrYUg,indian,3.5,12,1,5.993214E-1
2PY9Fty_6QRpnZGIxo34eQ,chinese,3.0,27,0,1.059665E-3
2BRJP7YeiNuWSwyn2TdAoA,french,4.0,369,1,6.899332E-1
S67SO2lFACuWY0AKPbbyfA,chinese,4.0,23,0,3.318674E-1
paYjzym8MVzYlzlT8bUWvA,indian,4.0,80,1,5.993214E-1
Lesv5BG0_0-8bB49cAjMkg,italian,4.0,219,1,5.153047E-1
4OMdn4aQt4KUNSNCVEiP6Q,chinese,4.0,11,0,3.318674E-1
ubNySbvyISy8q3oy9tsJaA,italian,4.0,80,1,5.908161E-1
Eb59Dr8SUjvoZAo_-RdkVA,japanese,4.5,20,1,9.977196E-1
h4Rv0JxE97_I1dNDmuzb1g,chinese,4.0,34,0,3.318674E-1
lSrdxUNxyMgh5YU903JUiw,chinese,4.0,102,0,3.318674E-1
g6R8iwi__IDy8plQy0v9WQ,french,4.0,676,1,6.813631E-1
nNBYKojg6wD3Ov52Et6Omw,indian,3.0,1,0,3.184241E-3
WESGoub2nzCSRTYoURbcEQ,american,3.5,257,1,8.196575E-1
M4pCWzdBCkp2g_d834a7Hw,italian,3.5,566,1,6.739074E-1
4dCuAlw0GI5nzgtmtgKBZQ,japanese,5.0,7,1,6.745284E-1
mk3UxnO9MQlJMsr_mMG9yQ,italian,4.0,415,1,8.139811E-1
e3JALGueMcc2eLXRK8HPNQ,japanese,5.0,83,1,6.745284E-1
RTFIMX31BPeZzx7kJJ1SCA,chinese,3.5,576,0,4.155228E-1
jJYQJGygWjIX6_0MiIoJRQ,indian,4.0,1,1,5.993214E-1
bH6U8bze3zVTUBOPm913NQ,chinese,4.0,173,0,4.119326E-1
vS5WZNErrgWvHtiO3CTmqA,indian,3.5,20,1,5.993214E-1
cOXYWZ_GTX-_ue_kveguRg,japanese,4.0,283,1,5.947537E-1
cLsrEmmm4JRN7C2N5bvKGg,french,3.5,61,1,5.438321E-1
aTzxrI2o3vH_HQkqeFszzg,japanese,4.0,131,0,4.514829E-1
oD0mN9vXuc1gFRyw1CG-Pw,chinese,4.0,19,0,3.318674E-1
BlzlywklvYdek5uk_NCX9g,japanese,4.0,234,1,5.398479E-1
4zuvAX0g_h_vBgE34oALhg,korean,4.0,27,0,4.907194E-1
HCceFqcvzUbGFO5Bv6Q_pA,italian,4.0,61,1,5.908161E-1
XgqIDfU6tKPUdRxRG5uDNw,indian,4.0,87,1,5.993214E-1
UjzSeETESWzramhdOdWKKQ,italian,4.0,222,1,5.153047E-1
FTMN9gexnMk6LdvEj8ZaRQ,japanese,3.5,440,1,6.566294E-1
80u4xIY1kp_25AUh9BW0Bw,indian,4.0,107,1,5.993214E-1
G-b9kvnRh0pLi4fsdcmwjg,italian,4.0,58,1,5.908161E-1
-SXxgfdm6ktjeW3GsbFJoA,chinese,3.5,7,0,3.318674E-1
TBlI_aZ5_bqhUzJiTDqqxw,japanese,3.0,67,0,2.151207E-3
Hv_jHNuw63oO-jtNXuWDVQ,italian,4.0,396,1,7.542065E-1
oyyubJoK0VZ2V3a5sVJULg,japanese,4.0,666,1,6.442093E-1
92m23CB9r9XrPFK7_7-SmQ,american,4.5,70,1,9.994104E-1
-FSwYW_xV__5KHTIc56B0Q,japanese,4.0,51,1,5.023544E-1
3Wu7lGDEwuP-5OW1rdg0OQ,indian,4.0,121,1,6.694286E-1
34-HPDO5GxVlVl4pZ-Bg3w,french,4.0,372,1,6.851351E-1
sBXQbJIP8TaV5PrMKPb2aQ,american,4.0,14,1,7.96363E-1
7YhT9pqVmMpsWiWGFmQZrw,japanese,3.5,37,1,5.023544E-1
H26qMBb0OFNn2xmSTM1Phw,american,4.5,154,1,9.995818E-1
7YJxZAvMxB-oVZfHAuvBmw,indian,4.5,228,1,9.987304E-1
3dZsX3mqbVsLEXPwMYKPsw,indian,4.5,20,1,9.984598E-1
F3-lTIXR9cV3Ajh3Wf95Ww,japanese,3.5,198,1,5.629325E-1
iYjIBo73l5UHRfQGBaZaEg,korean,4.0,106,0,4.907194E-1
Brs_MJhAXe60iMnlpeqkKA,japanese,4.0,690,1,6.442093E-1
UZyJLP50F9PiytmdQ8LXTw,french,3.5,123,0,4.929207E-1
P7yE1T1TDFIiYgLdEYR3Gw,american,4.5,71,1,9.994104E-1
7eUoHxFCZKdYkl7ONixCKA,indian,4.0,175,1,6.783955E-1
a0AvIH1UnFmqAXhZDEQtrw,french,4.0,317,1,6.888917E-1
LK5vWaDU-lPkuzMEQycnZA,korean,4.5,112,1,9.982344E-1
NXZFu7KHBrG02gzYneY5Xg,korean,4.0,517,1,6.507835E-1
qY1o1MhoRyN84RRhUJtvpQ,korean,4.0,808,1,6.559912E-1
C-V8rvmamxMzu7EoQkcFrg,italian,4.0,66,1,5.908161E-1
oFqVEuNrRn4S9-AikZq-TQ,korean,3.5,147,1,5.330948E-1
TRVWU2c4SzbsgWOo6Dz2Aw,korean,4.5,229,1,9.980306E-1
0PtqrJCFkGZ8W9pEDR1fqA,american,4.0,26,1,7.96363E-1
1SgiWHlFN5mp5gNLSGx2Ww,indian,3.0,836,0,5.884689E-3
7CM15wd5d8WC_pHR674YXA,indian,4.0,471,1,7.428783E-1
eY5PWvzZZ3faJWNO1seuaA,french,4.0,1,1,5.438321E-1
q6BN2aVJFFFkUF4BgpeuyA,indian,3.0,75,0,3.184241E-3
YTthTM3FZIbQKmnnYzM_Nw,american,4.0,196,1,8.33046E-1
cegB-TuA92uxIG00HUkxMQ,japanese,3.5,231,1,5.398479E-1
IBGq73DGjR7rfnFEsTthcA,japanese,4.0,62,1,5.023544E-1
ZQG9JR7qqTkishPBbnD0TA,french,5.0,1,1,7.099417E-1
ta8WXYon-VRoNZoWHfOQIQ,french,5.0,56,1,7.099417E-1
eIPiRkf6KCo9A9Ok-Nr_ow,korean,3.5,1388,1,6.39504E-1
X_m7eCAdLRLlrxpIgjy5xg,chinese,3.0,5,0,1.059665E-3
eqotrb4s8qxRzXJxxJxAxg,korean,4.0,26,0,4.907194E-1
h4co9O0SLuvhTtr_Cs9IIQ,chinese,3.5,22,0,3.318674E-1
2zWDqKAq8B3rC5ydFFrN1g,french,4.0,255,1,5.808082E-1
OylxPnDT9xLqNvQEtWGa8A,american,4.5,2,1,9.994104E-1
7CloPu57SYPIrJAB1Ie0Ew,indian,3.5,35,1,5.993214E-1
goqTQ4tOD-asC_ZJBW9l7w,french,4.0,596,1,6.794028E-1
UIhQTPnwAIYDnMBNGZv0yQ,chinese,3.5,27,0,3.318674E-1
u0qfikB-ppp6UwoNKqxlRw,japanese,4.0,237,1,5.398479E-1
vn4rgAzSoUxf_juu9nCvlw,korean,4.5,127,1,9.970719E-1
q1A9AGyCpmVhlT7ZkGex-g,chinese,3.5,10,0,3.318674E-1
E8atCW6l6y1SVeEXbbXzEA,indian,4.0,501,1,7.431202E-1
cL1xI34MuSkAwKQWiv6ccw,chinese,3.0,11,0,1.059665E-3
k4QfaFoqtpEZ1LZylJZqww,japanese,4.0,409,1,7.536484E-1
y1192qiuwi3m0tqdt1Dh7g,american,5.0,18,1,8.892435E-1
F2KRHRtnIAZJezs9UC2u6w,chinese,3.0,42,0,1.059665E-3
yV7brOiTLS3Lmwws8e3nXA,indian,4.5,156,1,9.989074E-1
Nbqzy3ea5_x2zXWkdWlUIQ,japanese,3.5,139,1,5.645245E-1
hq4ZRUtJi793ks-JrrDYGQ,american,3.0,20,0,8.282658E-3
2IHGMQVQ7zmb89WyiiH1AQ,korean,3.5,801,1,6.559912E-1
FMDglMusiejQeRC08mWljQ,chinese,3.5,13,0,3.318674E-1
Mc-uTqSARIIvdE8Jn8a5Yw,chinese,3.5,96,0,3.318674E-1
qhXIW0LDT4XsoN2IE6dZHg,indian,4.5,38,1,9.984598E-1
CKG7LVmSlvI93scyb1aVeg,chinese,3.5,162,0,4.119326E-1
iKv8UHV5jTqf4QGdwCmQ-w,italian,4.0,122,1,5.4072E-1
lyLXD9CN2FybNcvbTCYldA,french,4.0,122,0,4.929207E-1
OxqUWRZFUOz3r6_4bh4mfg,american,4.0,414,1,9.221888E-1
t_UObgQX6M_ZRn3tk2cXYQ,korean,4.5,110,1,9.982344E-1
wFl5KunHTmEXCvqI0YNrIA,japanese,3.0,17,0,2.151207E-3
JwaxLqrQtYEY9a8xcfKRaQ,french,4.0,130,0,4.929207E-1
y1-P_AM4DFX0pHUMwxK1NA,american,4.5,47,1,9.994104E-1
xBtLIXu1YN9TnvlV4hTa1w,italian,3.5,79,1,5.908161E-1
Nzz7O9jSdfSOaPL5huYcSg,italian,4.5,56,1,9.984046E-1
mVN2G1c5bRtAsNlr2Tbx6Q,american,4.0,243,1,8.196575E-1
Oq1mej1BYfjcdPKkM_5o8g,american,4.0,297,1,8.504266E-1
C6JyxvR4ToS3uhNr-UZFtw,american,5.0,1,1,8.892435E-1
x_t-FtDa5HVgc-wecp0HBg,chinese,3.5,2020,0,4.802903E-1
zZecd370h2jxzh1kRJ4y2g,chinese,3.5,897,0,4.820107E-1
WdvCF8x6_XcCEF-eyDduxw,chinese,4.0,1,0,3.318674E-1
aUakHsv3bAk6tDtLe96rIA,french,3.5,301,1,6.341389E-1
2tY5YZJvcIHWZZzC1wQUMg,french,4.5,51,1,9.980684E-1
RTggB3NiSMWWfCND_G_40A,french,3.5,260,1,6.341389E-1
JnOYZqzRBHkEB_mvMXph_g,american,3.5,39,1,7.96363E-1
tbg4gR3jUUllR28cySo2kg,indian,4.0,396,1,7.606911E-1
GBJOu9Rk4JqqWjB8ddYudw,french,3.0,32,0,2.539588E-3
f9_L7uj8IxUJXDvioHDXdw,chinese,3.5,23,0,3.318674E-1
wqu8ZUOUH50m1LmdAdsDFg,chinese,4.0,4,0,3.318674E-1
TkrV0mQu38XtbbvhZmiw5A,italian,4.0,168,1,6.706464E-1
Pl7usBOnUHmpCGWgD4J0Mg,indian,3.0,85,0,3.184241E-3
ZrdTKStTAo2pchslOev1KQ,indian,4.0,664,1,7.284755E-1
FskWi1kY1NeobSgx7-wGyg,japanese,2.5,125,0,4.514829E-1
Ei4UyR1_mMFwuunv8gRUWw,french,3.5,74,1,5.438321E-1
rLu0Kbs0fCycSDzeDM2U_g,chinese,3.5,24,0,3.318674E-1
NbW1CpqxFO8HLXm6ykgehQ,american,4.0,73,1,7.96363E-1
kvpSqh3q7r3HK3Tw-wXGEQ,japanese,4.5,114,1,9.983146E-1
cEeWgcPTf-NujmpQqXxcUg,japanese,3.5,132,0,4.514829E-1
NO39sbbqugt1UdvOAQtmPg,french,3.5,578,1,6.304973E-1
2O5w-15_AVnnVJEtlWWE_A,american,4.0,75,1,7.96363E-1
ybQV8joopvU1_gG2RwLRog,chinese,3.0,72,0,1.059665E-3
RkcQl4uEJWblWf4xX8ssqQ,chinese,3.5,365,0,4.81078E-1
9bAyxRD6RsGEUQw424ovQA,japanese,4.0,578,1,5.909729E-1
uuHujhrkVQdS8XVSGWW2mA,american,3.5,537,1,8.832247E-1
ZgyvDF_hOWas3SXe0Hj7hA,american,4.5,104,1,9.994104E-1
kCpKwCW49k3ImuI5cK6LSw,japanese,4.5,11,1,9.977196E-1
0lMLRsJZSh2Uh1Eo0YrMPA,french,4.0,550,1,6.304973E-1
FeiuQm8tXEmmhcm-ep8Tug,japanese,3.5,16,1,5.023544E-1
bWhupxuUj3LTu0aK3CuOtA,american,4.0,63,1,7.96363E-1
oKtDrJA7uaRvbrgBhF4Q5Q,japanese,3.5,330,1,5.983288E-1
6ZUNlT0iiHUEwZ-46GQmrg,chinese,3.0,216,0,7.804617E-4
IJUWDwPeWGGfVC1GkJG8dw,chinese,4.0,4,0,3.318674E-1
TN4RnyqHMSupRFot4Q-_EA,japanese,4.0,3083,1,6.264811E-1
2KDvMziRqVxdbgMMO8QExw,chinese,4.0,404,1,6.008473E-1
hbMvJ5pGYlyFC7jJBJp3SA,italian,4.5,20,1,9.984046E-1
vuccqiNbe1nDqajthJR-KQ,korean,3.0,29,0,2.053576E-3
iXSuNKKUBIrBX7zUerlQDQ,indian,4.0,360,1,7.91631E-1
giL47kf_ln3aqJNWhGuNCA,french,4.5,5,1,9.980684E-1
zJcxZQbTSAP3q4Fy-6WAyw,japanese,4.0,217,0,4.263682E-1
xymropCDcEvCYGKC0AKe-w,korean,4.0,124,0,4.399844E-1
PQ2ZlhuTlJpvMUgvsAwtmQ,korean,3.5,252,1,5.282663E-1
lnTPfdaqDqWjywWewsE2Lw,french,4.0,826,1,6.883963E-1
Z2qZSs6oVJQFSc44tytAHg,indian,4.0,110,1,6.694286E-1
oEjWa3AETzPQfM3S1wRiLA,italian,4.0,56,1,5.908161E-1
aKweUFx_E1KR4DoXIzcPxA,french,3.0,5,0,2.539588E-3
9lDqOfKeEB15AWfsWIq8mA,italian,3.5,168,1,6.706464E-1
SEPjcYB9-BUcilZAk7RR9w,japanese,3.5,96,1,5.023544E-1
dgz6m-9WZhahheWVguwfBw,indian,2.0,1,1,5.993214E-1
JliAIBARXi9uISzNG26DVw,italian,4.0,179,1,6.706464E-1
otHCuKbyQd9Ioc1yS9ORvQ,chinese,5.0,1,1,5.048922E-1
ehNeUb95vEGMNvk3tZVpPQ,chinese,4.0,8,0,3.318674E-1
CfOBb6NU2awo8xclJpKU3g,american,4.5,74,1,9.994104E-1
cDSSZaRd-oW0RK_f7xnZaw,american,4.0,60,1,7.96363E-1
K6viPWrLc8vIergtAgxYsw,korean,3.0,16,0,2.053576E-3
KSzNIueYgSIipZhcDgXovQ,indian,3.0,76,0,3.184241E-3
fBOhaN4rabcM9aJg5qWM-w,chinese,3.5,6,0,3.318674E-1
UxHZhGV6Rmw9c_NMD83jvw,korean,3.5,57,0,4.907194E-1
Qn-qGoIkj-9uApdxb_VTeA,chinese,3.5,385,1,5.135174E-1
AocrQdF6uHOIgoYvJ4Db8g,chinese,3.0,14,0,1.059665E-3
Q6zl1s-qLgDO6XokApuvVQ,korean,4.0,61,0,4.907194E-1
QpkKEFHK5dz8XT-osEXgJw,american,4.0,933,1,8.798996E-1
nnSyjwIkhbJIBMiBtch_BQ,japanese,3.0,209,0,2.743104E-3
vCqcAGPFRN0pA7vjjJYwzA,italian,4.0,56,1,5.908161E-1
jqFPsQrQsgRkvUziYNKdSw,chinese,4.0,22,0,3.318674E-1
Gfo-8z_CMOpHZVhX-HKD0g,french,4.0,143,1,5.855209E-1
Udzb__quU3zAKLsWBUIDHQ,french,4.5,41,1,9.980684E-1
eVBVn6bjwl_mMLxN-35_6w,french,3.0,994,0,4.747172E-3
AAF-eOKLmW92WmZT6KCJpA,korean,3.0,8,0,2.053576E-3
eRtceh_W_yniAfCqJni5Bg,japanese,4.0,1297,1,6.558306E-1
SF2G4QfcSV03sMCSsv5s2g,french,4.0,591,1,6.794028E-1
13GEQ-lgTcydZda7lhv_hw,italian,4.0,143,1,6.311236E-1
V2U-yi7yP_JoM2lOnsklLg,korean,2.5,3,0,4.907194E-1
e2DBROySYB4sySdIvQjA2g,american,3.5,182,1,8.465099E-1
rYuAHi4RJZGGHlyqROJlbA,japanese,4.0,116,1,5.774665E-1
O5Cm2yU32-Epf4HKEFAJEQ,italian,4.0,86,1,5.908161E-1
KpBHy3eOYh1OV0_6Smxs3w,italian,4.5,116,1,9.988211E-1
LpfsAZ7mBmK1om17S477zA,chinese,4.0,22,0,3.318674E-1
4YbhYETkSq2FpDtXRyzBEA,chinese,3.0,15,0,1.059665E-3
MhceeLrM2_3mcKw5EGLY6A,korean,4.0,2150,1,6.155271E-1
IpiGGEXxz-5QVJpijXVmmA,indian,3.5,560,1,6.816162E-1
HUSbdxCau6rw1eIyYvdsHQ,american,4.0,28,1,7.96363E-1
iUlNDgKCLJt7F9y5fw2NYA,italian,3.0,42,0,3.074143E-3
hIpa9vS3U2JFcOWHZQeDwA,korean,4.0,62,0,4.907194E-1
KOaeW18qq4C03Dfd06IXPQ,italian,3.5,353,1,7.857486E-1
T-RXDLq_VEv7s1_SooYIYQ,italian,4.5,32,1,9.984046E-1
u1dEMaP86MKl7lO5MyJLhg,japanese,4.0,183,1,5.873903E-1
eTR6nfHvQzvKX7Dcd6JrfA,american,4.0,371,1,8.771171E-1
HWHoEJEQuBdrR6WnRv0OvQ,chinese,4.5,3,1,9.953763E-1
wQGC93ETmivIlCbxLuAVcA,american,4.0,163,1,8.465099E-1
B9u-5mXG_DSmCHzHZR03Hg,french,3.5,31,1,5.438321E-1
mwvukHjc7Trs5fRbZ4-TsA,french,3.5,208,1,6.033478E-1
tLYvKy-KTS1iuDx9QWwoRw,italian,3.5,163,1,6.706464E-1
TsXW4R8y8y715TMKmlUDAQ,japanese,4.5,179,1,9.983819E-1
KLLRrrPHsA5oQKYwreTI9w,indian,4.5,16,1,9.984598E-1
JhJLPp6KuBcD3CHCkEKJ_A,japanese,4.0,887,1,6.541159E-1
4yOiQMheUbc0spj0_viKiA,japanese,3.5,83,1,5.023544E-1
U2x299aFPwXRYXlMxyO4tw,chinese,4.0,25,0,3.318674E-1
CoPDX5NCTYOW1cM_HsO5RA,french,4.0,318,1,6.888917E-1
C3E8CVVwzKtOv_sRR1WuRQ,italian,4.0,413,1,8.139811E-1
nNAzEGkZnecQF0yZdYfMIg,japanese,3.5,246,1,5.398479E-1
a0_Fvyd8VCiJOQdXQvftpQ,french,4.5,16,1,9.980684E-1
hOuETUkoGbMDyA4w9fmdmg,korean,4.5,265,1,9.983557E-1
XYK-0C5lAni5Zd0s301jLA,indian,4.5,20,1,9.984598E-1
ISJTy8URJpPzPtOrw_n8Ng,chinese,4.5,3,1,9.953763E-1
qMHzIYzoHYe55I7L65iEQw,french,4.0,448,1,6.93104E-1
EPRHd5uAUasTWlG5uzMp2A,chinese,4.0,8,0,3.318674E-1
6qcydPo5eTSB4XHyyZDvkA,american,4.0,682,1,8.752262E-1
MVNhVKCIqWXUyhwqWMOnYg,indian,3.0,10,0,3.184241E-3
RYqRLtlXnCLCWoYq3rbwug,american,4.0,127,1,7.612632E-1
WwyOYh84Ea0HNaQGgA6d4w,italian,4.0,117,1,6.615712E-1
dmCqbWwTFHqri_6fr3KlNw,italian,4.0,329,1,6.80578E-1
xPmCy25F1-uq-1vAP_1TBQ,italian,5.0,32,1,7.477525E-1
euYzPWTvH9w9KC4wzhzGkQ,chinese,4.0,27,0,3.318674E-1
0lQEN3H-mmntbMd2akOnlg,korean,4.0,79,0,4.907194E-1
aMcH8VlXtEGnty-weP1IAA,american,3.5,28,1,7.96363E-1
L3reOLLPez7lnOhyfCpvkg,japanese,4.5,82,1,9.977196E-1
WKNYnneR39n_gb7hgApauA,korean,4.0,30,0,4.907194E-1
zooS5ms4-vz3evQ3Cn6tmA,american,4.0,54,1,7.96363E-1
icZcEK39HXuL2q08i4EkkQ,japanese,4.0,128,0,4.514829E-1
5qF6oqYOeivUbsVf1MsQAA,japanese,4.0,192,1,5.629325E-1
Q6y8hxohtBjzbnkdyuU1zQ,french,4.5,60,1,9.980684E-1
TBhTGB4PLpoKhYK8tz8vqw,korean,3.5,179,1,5.760657E-1
TiBeYTtuJfTv616H1ZGpjQ,japanese,3.5,287,1,5.947537E-1
b5RhctSPMRGyKYn-B1zgkw,japanese,3.0,5,0,2.151207E-3
jNYhFfAXN3qyy9JbKla9AA,indian,3.0,42,0,3.184241E-3
JN39AyYfowCoK5NniL7tCw,american,3.0,424,0,2.468593E-2
loXvaVYhzOO3xTYzntlVBg,japanese,4.0,57,1,5.023544E-1
sqbSuwMNFg76ys2yNpbgVg,american,4.0,30,1,7.96363E-1
hm5UE-80ntSFrSyU53iU2Q,japanese,2.0,6,1,5.023544E-1
p48PIvlZDQvDQJH-qnwAuw,korean,3.5,156,1,5.760657E-1
gJmJDwrDUHy--3qS9qQFYA,american,4.0,206,1,8.33046E-1
iigqtLntqUS18cXmEXofIQ,american,4.5,161,1,9.995818E-1
8cT6XDwI9KiCaoVohlx42Q,french,4.0,337,1,7.726239E-1
PqX9bDlDCc6qOZd2vw4tYw,japanese,3.5,162,1,5.873903E-1
_cYuN0yD4aStZ0oXPaaRmQ,american,4.5,77,1,9.994104E-1
PgTgzq8oKcP2r00YUWL03A,italian,4.0,209,1,6.481676E-1
bVyA5z69287U9B9W88hERg,indian,3.0,265,0,4.622817E-3
LWghzX6Vsw1ytEFP6lA8oA,indian,4.0,172,1,6.783955E-1
iAE7TKGPMQZV__HUGHjH6Q,american,3.5,131,1,7.612632E-1
0UIUQWmwf_yxyygLXPQ0Hw,italian,4.5,22,1,9.984046E-1
77zkzHD6Kavy1vT-sPXxJA,chinese,4.0,21,0,3.318674E-1
Q29wPbgiFkYDifXoCpXwqw,chinese,4.0,20,0,3.318674E-1
j1cyPRsQBHdeOEcjqRXs3Q,indian,3.5,3,1,5.993214E-1
sQ_L8O9WMU4apxSTVa9JKg,indian,3.5,132,1,5.494725E-1
Q47OUqvJ7PXwBBWB-pC2ZQ,japanese,3.5,116,1,5.774665E-1
v7tsOvXI1YqZDgNgT0qv2Q,korean,4.5,110,1,9.982344E-1
49ST--X1jcIPzUIM1O3K6w,french,4.0,510,1,6.974936E-1
4D8t3t1gyCdqfOjTI5t6JQ,american,4.0,391,1,8.925973E-1
UL1HHTZCOJqBTgQMPtvA6Q,indian,3.5,68,1,5.993214E-1
_HnHXaptod3lx2WlKYYNnQ,chinese,4.0,571,0,4.155228E-1
vGS5X12NYXCl8NpynlxRuw,american,4.0,265,1,8.504266E-1
Rqi5g1t0LodhmA8p66GJEA,american,4.0,78,1,7.96363E-1
I7sjVCULfFHHKhd-UVFL_w,american,4.0,4,1,7.96363E-1
eN7MYNtDzaMzk4WptrVw3A,chinese,4.0,17,0,3.318674E-1
5lN6j3A-cqbPB4l59BF-Rw,japanese,4.0,199,1,5.629325E-1
H_TGP2AgX3IUmzq8Aml79Q,french,4.5,30,1,9.980684E-1
c869kkUkjPM5nSGeJqVosg,japanese,3.5,213,0,4.263682E-1
kNzjRlXzL5XJInDqNwfMgA,indian,5.0,5,1,7.54352E-1
RjMAeYcRfwIhwjCZbJ2sHw,japanese,3.5,44,1,5.023544E-1
efjo5qvboOWbiMnNHnLhzA,chinese,5.0,4,1,5.048922E-1
NImSAO-1r0RYirViah2aIg,italian,3.5,209,1,6.481676E-1
gPId7ENK1ZA1qrNwI4z4UQ,chinese,4.0,74,0,3.318674E-1
uZ_Ht4U1dAdUrdUNdoVHOg,indian,4.0,12,1,5.993214E-1
eXrk95smyEBBIOJigCvo7Q,indian,3.0,8,0,3.184241E-3
nqGp208f_wdqoLfNQgn_Ig,indian,4.0,85,1,5.993214E-1
z4uhAbfX6sW9jipS7Br6RQ,american,4.0,35,1,7.96363E-1
ujk4ucblDD3TwRderV-Q9Q,french,4.0,45,1,5.438321E-1
ikazsJps1k-Br2FbunwCtg,french,4.0,2554,1,6.645221E-1
OCTiJwvjoK81WoDwsTkFvA,italian,3.5,470,1,7.360784E-1
EiCGsUE6ME51Y7XI-NBINw,chinese,4.5,4,1,9.953763E-1
vf-5-9SA-2Yd0R7q4cI-wg,french,4.0,131,0,4.929207E-1
3C6c_zqRz_U2AyeN_7LTsg,indian,4.0,507,1,7.431202E-1
mm_ThSw5EnaDW2dA7D-49A,chinese,4.0,110,0,4.020844E-1
wq43ljNSuSMG81qKHE7YpQ,italian,3.5,210,1,6.481676E-1
unz_YBwCWg-O5id5rxSyDA,chinese,3.5,146,0,3.705048E-1
Vf38zUk09gMgEzg60BrACA,japanese,4.5,27,1,9.977196E-1
R2L4oLRsCK_rykvasJZHmw,american,5.0,19,1,8.892435E-1
e6c0R0ME8QGw_ZY0RzuGxQ,chinese,4.0,22,0,3.318674E-1
W0c-FS060axwxHcCtJwuRw,american,4.0,133,1,7.612632E-1
S1yH5vdJh2L2UIb7zJ2OHg,japanese,4.0,214,0,4.263682E-1
keOMomcnyrJEQvFtfEYadg,american,4.0,66,1,7.96363E-1
eT2rROrWDAr0auGYqQrp9A,indian,3.5,89,1,5.993214E-1
HwEc9t8vV_DPCyFe3tVJ2Q,american,5.0,30,1,8.892435E-1
F2YGnF0og_7fHNd880byCQ,french,4.0,191,1,6.033478E-1
Ac8y23odvFOIQSKdrV63Uw,french,4.0,340,1,7.726239E-1
Dv28TvKBh_8i6W02uAaMKw,japanese,4.0,105,1,5.023544E-1
wXCb19BZ1xEcd8JnYh-h3w,american,4.0,61,1,7.96363E-1
ubeG-hyIV8qoSSAk_pAZ2A,indian,4.0,90,1,5.993214E-1
60_ONUWGij1TbvDHSEcOpQ,american,3.0,677,0,1.475932E-2
A5hFSJuhYaGX15LN5PNMXA,korean,2.5,2,0,4.907194E-1
LlT5XLc88hFDcWiCKskasg,italian,4.0,247,1,6.265987E-1
ONAYYHa-QALPbDde9C-ujQ,korean,3.5,308,1,6.415359E-1
mxDfu4bHwSXoCr3FRpyMsw,french,4.5,212,1,9.973784E-1
ArfL-sU2FaB73WV1qQ4c6Q,french,4.0,139,1,6.04896E-1
8AM1gGIk6KVb27Q9TYwD9Q,indian,4.0,412,1,8.192666E-1
_hNMRzm0QhR7I41plTbyXw,american,4.0,108,1,8.411327E-1
NLX5qLkupQAQaXmrikjw9A,japanese,4.0,41,1,5.023544E-1
yGKAd9Su9x0-c26FQ2R2Jg,french,4.0,109,1,6.174511E-1
p4TYRKQ82N5Ntb6RPdLPMg,italian,4.0,118,1,6.615712E-1
AIFWQIQR51YopTHOShIVBA,french,4.5,151,1,9.983694E-1
lbozQxPZDNj8PkeZSygB-g,chinese,4.0,9,0,3.318674E-1
j5a3pScZOOw4gDHQKd7SJA,chinese,4.5,7,1,9.953763E-1
Fit_iIDn__NPVZpVlKFBFQ,italian,4.5,34,1,9.984046E-1
KfVUYh0RP-NBxIFVqPjOUA,korean,1.5,14,0,4.907194E-1
FMwu9h0KUl3mFDuE-WDbcw,chinese,4.0,112,0,4.020844E-1
7Tu5l9UfWVi_v3m4TwJAxQ,italian,4.5,62,1,9.984046E-1
M3BB5No8lAIguVYhDplx_g,american,4.0,1,1,7.96363E-1
5xI0Z0nqbaR-0FnPzg6VZg,american,4.5,248,1,9.994926E-1
PAhIveQCsTzi7FNPPQPutA,indian,4.5,12,1,9.984598E-1
v2dtG37r1ThqtfEfiFsAUg,korean,3.0,428,0,4.426949E-3
xxsu5-2iPphmBsllkv2P1A,japanese,4.0,22,1,5.023544E-1
ZcwkYG95JHKKiLzJ8nrVYA,french,3.5,387,1,7.169969E-1
mHOFDJitUfgVGCxY2z9liw,american,4.0,50,1,7.96363E-1
hIvXxdx3Qg-LSgVX1-AFfw,chinese,3.5,19,0,3.318674E-1
5z7OuOWuZRu6byp2XDKbQw,indian,3.5,769,1,7.474852E-1
RUnj4RTVOSbbHE5zyguhrg,chinese,3.5,56,0,3.318674E-1
